data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2022-02-20,Betis,Mallorca,2,1,1,0,14,10,5,1,4,7,13,17,3,2,0,0,2122
2022-02-20,Ath Bilbao,Sociedad,4,0,0,0,18,9,8,2,6,4,9,9,4,1,0,0,2122
2022-02-21,Celta,Levante,1,1,0,0,8,13,4,3,2,5,15,16,3,5,0,0,2122
2022-02-25,Levante,Elche,3,0,1,0,11,8,4,3,3,3,17,8,1,2,0,1,2122
2022-02-26,Ath Madrid,Celta,2,0,1,0,13,16,6,2,5,9,10,7,4,3,0,0,2122
2022-02-26,Vallecano,Real Madrid,0,1,0,0,19,13,5,6,5,9,20,5,5,3,0,0,2122
2022-02-26,Mallorca,Valencia,0,1,0,1,23,8,3,4,14,1,14,21,4,6,0,1,2122
2022-02-26,Getafe,Alaves,2,2,0,1,12,7,3,3,6,1,7,24,2,4,1,0,2122
2022-02-27,Villarreal,Espanol,5,1,3,0,19,7,11,2,10,3,11,12,2,1,0,0,2122
2022-02-27,Sevilla,Betis,2,1,2,0,12,10,3,2,4,4,13,16,6,3,0,0,2122
2022-02-27,Sociedad,Osasuna,1,0,0,0,11,11,5,1,6,5,10,9,0,4,0,0,2122
2022-02-27,Barcelona,Ath Bilbao,4,0,1,0,17,6,7,3,5,0,8,10,2,1,0,0,2122
2022-02-28,Granada,Cadiz,0,0,0,0,6,12,1,4,0,4,12,17,3,3,1,0,2122
2022-03-02,Mallorca,Sociedad,0,2,0,1,13,13,1,3,3,4,12,9,0,2,0,0,2122
2022-03-04,Alaves,Sevilla,0,0,0,0,14,13,2,4,5,5,16,8,3,1,0,0,2122
2022-03-05,Real Madrid,Sociedad,4,1,2,1,18,1,8,1,7,1,12,14,0,2,0,0,2122
2022-03-05,Valencia,Granada,3,1,0,0,12,7,4,0,3,6,14,13,3,3,0,0,2122
2022-03-05,Espanol,Getafe,2,0,2,0,4,12,1,3,1,5,17,15,6,5,0,0,2122
2022-03-05,Osasuna,Villarreal,1,0,0,0,12,10,3,1,6,8,12,6,1,0,0,0,2122
2022-03-06,Cadiz,Vallecano,2,0,0,0,13,14,7,3,5,6,23,15,5,3,0,0,2122
2022-03-06,Elche,Barcelona,1,2,1,0,13,20,3,9,5,6,10,8,2,6,1,0,2122
2022-03-06,Celta,Mallorca,4,3,2,1,16,12,8,3,4,5,17,9,5,4,1,0,2122
2022-03-06,Betis,Ath Madrid,1,3,1,1,18,8,6,6,10,3,16,10,5,3,0,0,2122
2022-03-07,Ath Bilbao,Levante,3,1,0,0,17,5,9,2,4,3,6,14,1,2,0,0,2122
2022-03-11,Ath Madrid,Cadiz,2,1,1,1,6,14,5,3,0,4,23,14,4,1,1,0,2122
2022-03-12,Levante,Espanol,1,1,0,0,14,6,3,1,8,2,17,10,4,4,0,0,2122
2022-03-12,Granada,Elche,0,1,0,1,15,13,4,2,3,3,15,16,3,6,0,0,2122
2022-03-12,Villarreal,Celta,1,0,0,0,10,12,3,2,5,6,12,14,1,1,0,0,2122
2022-03-12,Getafe,Valencia,0,0,0,0,16,6,6,0,5,3,18,21,6,5,0,0,2122
2022-03-13,Barcelona,Osasuna,4,0,3,0,24,4,9,3,5,1,7,4,0,4,0,0,2122
2022-03-13,Sociedad,Alaves,1,0,0,0,15,13,6,4,6,4,15,12,1,1,0,0,2122
2022-03-13,Vallecano,Sevilla,1,1,0,0,10,3,2,2,5,6,16,15,0,1,0,0,2122
2022-03-13,Betis,Ath Bilbao,1,0,1,0,8,11,5,2,5,6,17,12,4,5,1,0,2122
2022-03-14,Mallorca,Real Madrid,0,3,0,0,14,11,3,5,1,6,13,15,3,3,0,0,2122
2022-03-18,Ath Bilbao,Getafe,1,1,1,1,22,7,11,2,8,2,15,13,4,5,0,2,2122
2022-03-19,Alaves,Granada,2,3,0,0,11,12,6,3,6,2,12,10,4,6,0,1,2122
2022-03-19,Elche,Valencia,0,1,0,0,8,8,2,3,4,2,19,14,3,3,1,0,2122
2022-03-19,Osasuna,Levante,3,1,1,0,20,13,7,4,6,1,9,17,0,1,0,0,2122
2022-03-19,Vallecano,Ath Madrid,0,1,0,0,15,11,3,3,3,6,15,12,0,0,0,1,2122
2022-03-20,Real Madrid,Barcelona,0,4,0,2,14,18,4,10,4,3,9,12,4,4,0,0,2122
2022-03-20,Sevilla,Sociedad,0,0,0,0,10,13,0,2,7,3,12,13,0,3,0,0,2122
2022-03-20,Espanol,Mallorca,1,0,1,0,12,9,3,3,6,6,14,12,3,3,0,0,2122
2022-03-20,Cadiz,Villarreal,1,0,0,0,16,3,7,1,6,3,11,11,3,2,0,0,2122
2022-03-20,Celta,Betis,0,0,0,0,9,7,3,1,2,2,12,12,1,2,0,0,2122
2022-04-02,Getafe,Mallorca,1,0,0,0,16,7,3,1,5,1,15,22,5,6,0,1,2122
2022-04-02,Levante,Villarreal,2,0,0,0,13,13,4,2,1,8,16,13,4,2,0,0,2122
2022-04-02,Celta,Real Madrid,1,2,0,1,10,12,4,6,9,3,16,12,3,0,0,0,2122
2022-04-02,Ath Madrid,Alaves,4,1,1,0,14,7,8,1,8,2,10,13,1,0,0,0,2122
2022-04-03,Ath Bilbao,Elche,2,1,1,0,16,6,6,2,7,4,14,16,2,4,0,0,2122
2022-04-03,Betis,Osasuna,4,1,2,0,24,10,8,3,11,7,11,5,1,3,0,0,2122
2022-04-03,Granada,Vallecano,2,2,0,2,17,10,9,4,5,4,14,14,4,5,0,1,2122
2022-04-03,Valencia,Cadiz,0,0,0,0,5,4,1,3,4,3,11,18,3,6,0,1,2122
2022-04-03,Barcelona,Sevilla,1,0,0,0,19,8,6,3,9,2,12,8,3,3,0,0,2122
2022-04-04,Sociedad,Espanol,1,0,0,0,17,8,6,2,6,0,17,13,2,4,0,0,2122
2022-04-08,Sevilla,Granada,4,2,1,1,16,15,8,5,14,3,7,7,2,2,0,0,2122
2022-04-09,Cadiz,Betis,1,2,0,0,10,10,4,3,8,4,18,10,1,2,0,0,2122
2022-04-09,Mallorca,Ath Madrid,1,0,0,0,10,9,3,1,1,6,14,11,1,4,0,0,2122
2022-04-09,Villarreal,Ath Bilbao,1,1,0,1,11,12,5,6,7,2,17,15,2,3,0,0,2122
2022-04-09,Real Madrid,Getafe,2,0,1,0,26,8,8,0,10,2,13,11,2,2,0,0,2122
2022-04-10,Osasuna,Alaves,1,0,0,0,15,8,4,2,7,3,12,6,3,1,0,0,2122
2022-04-10,Espanol,Celta,1,0,0,0,11,10,2,5,2,3,12,21,4,1,0,0,2122
2022-04-10,Elche,Sociedad,1,2,1,2,10,17,1,6,8,9,15,12,3,3,0,0,2122
2022-04-10,Levante,Barcelona,2,3,0,0,11,14,6,7,4,3,8,7,1,1,0,0,2122
2022-04-11,Vallecano,Valencia,1,1,0,0,11,6,4,2,5,4,13,17,3,4,0,0,2122
2022-04-15,Sociedad,Betis,0,0,0,0,9,9,2,2,8,1,17,7,4,4,1,0,2122
2022-04-16,Elche,Mallorca,3,0,1,0,6,13,2,2,2,1,17,13,2,3,0,0,2122
2022-04-16,Alaves,Vallecano,1,0,0,0,11,20,5,3,2,12,10,9,2,3,0,1,2122
2022-04-16,Valencia,Osasuna,1,2,0,0,11,9,4,3,9,5,11,22,1,2,0,0,2122
2022-04-16,Getafe,Villarreal,1,2,0,2,12,11,5,6,6,6,17,6,2,0,0,0,2122
2022-04-17,Granada,Levante,1,4,0,1,16,17,4,8,13,2,10,9,5,2,1,0,2122
2022-04-17,Ath Madrid,Espanol,2,1,0,0,10,11,3,5,6,3,18,12,5,5,1,0,2122
2022-04-17,Ath Bilbao,Celta,0,2,0,2,10,6,2,4,5,4,13,15,2,2,0,0,2122
2022-04-17,Sevilla,Real Madrid,2,3,2,0,7,15,2,6,0,3,11,9,3,4,0,0,2122
2022-04-18,Barcelona,Cadiz,0,1,0,0,18,6,6,4,8,1,16,9,4,1,0,0,2122
2022-04-19,Villarreal,Valencia,2,0,2,0,12,5,5,1,3,2,14,12,2,3,0,0,2122
2022-04-19,Betis,Elche,0,1,0,0,18,9,3,1,2,3,9,14,2,3,1,0,2122
2022-04-19,Mallorca,Alaves,2,1,2,0,5,12,3,4,0,6,25,15,2,6,0,0,2122
2022-04-20,Ath Madrid,Granada,0,0,0,0,22,7,1,2,11,1,9,12,4,5,0,0,2122
2022-04-20,Celta,Getafe,0,2,0,1,9,6,2,3,2,1,13,13,2,5,0,0,2122
2022-04-20,Osasuna,Real Madrid,1,3,1,2,12,23,3,11,3,4,13,7,1,3,0,0,2122
2022-04-21,Espanol,Vallecano,0,1,0,1,6,13,2,2,3,10,14,18,4,4,0,0,2122
2022-04-21,Levante,Sevilla,2,3,1,2,15,13,6,6,10,4,9,12,1,5,0,0,2122
2022-04-21,Cadiz,Ath Bilbao,2,3,0,3,27,9,8,7,4,1,9,15,3,5,0,1,2122
2022-04-21,Sociedad,Barcelona,0,1,0,1,8,11,5,1,5,3,12,9,1,2,0,0,2122
2022-04-24,Barcelona,Vallecano,0,1,0,1,18,3,5,1,9,1,10,1,4,6,0,0,2122
2022-04-29,Sevilla,Cadiz,1,1,1,0,11,10,6,4,5,6,15,11,2,2,0,0,2122
2022-04-30,Ath Bilbao,Ath Madrid,2,0,1,0,11,9,4,3,5,3,18,15,3,3,0,0,2122
2022-04-30,Valencia,Levante,1,1,1,0,6,24,1,6,1,7,11,21,4,3,1,0,2122
2022-04-30,Alaves,Villarreal,2,1,2,0,11,16,5,6,5,8,14,5,5,2,0,0,2122
2022-04-30,Real Madrid,Espanol,4,0,2,0,11,20,5,6,6,8,11,6,2,0,0,0,2122
2022-05-01,Elche,Osasuna,1,1,0,0,11,9,4,3,7,4,13,18,4,2,0,0,2122
2022-05-01,Granada,Celta,1,1,0,0,15,13,6,6,5,4,11,13,1,3,0,0,2122
2022-05-01,Vallecano,Sociedad,1,1,0,1,13,8,7,3,8,5,15,7,2,1,0,0,2122
2022-05-01,Barcelona,Mallorca,2,1,1,0,17,6,5,2,5,2,13,12,2,3,0,0,2122
2022-05-02,Getafe,Betis,0,0,0,0,13,9,2,4,2,4,13,13,1,1,0,0,2122
2022-05-06,Levante,Sociedad,2,1,0,0,16,21,7,6,7,6,10,11,2,3,0,0,2122
2022-05-07,Betis,Barcelona,1,2,0,0,14,11,5,5,4,8,16,18,1,2,0,0,2122
2022-05-07,Celta,Alaves,4,0,2,0,15,3,7,1,7,1,7,7,1,3,0,1,2122
2022-05-07,Cadiz,Elche,3,0,0,0,17,4,7,2,8,1,18,13,1,0,0,1,2122
2022-05-07,Ath Bilbao,Valencia,0,0,0,0,10,4,5,1,4,2,13,22,4,4,0,1,2122
2022-05-07,Mallorca,Granada,2,6,1,1,18,14,8,7,5,5,11,13,3,2,0,0,2122
2022-05-08,Getafe,Vallecano,0,0,0,0,12,12,6,1,4,5,20,14,3,4,0,0,2122
2022-05-08,Villarreal,Sevilla,1,1,0,0,14,7,6,2,4,2,14,15,3,0,0,0,2122
2022-05-08,Espanol,Osasuna,1,1,0,1,12,12,3,5,6,6,6,15,1,3,0,0,2122
2022-05-08,Ath Madrid,Real Madrid,1,0,1,0,16,15,2,6,4,6,17,7,2,4,0,0,2122
2022-05-10,Valencia,Betis,0,3,0,0,19,9,5,5,7,3,17,11,1,3,0,0,2122
2022-05-10,Granada,Ath Bilbao,1,0,1,0,12,8,2,1,2,7,20,11,4,2,0,1,2122
2022-05-10,Barcelona,Celta,3,1,2,0,10,13,4,5,2,8,18,6,3,0,0,1,2122
2022-05-11,Sevilla,Mallorca,0,0,0,0,18,10,4,2,6,3,11,18,4,6,0,0,2122
2022-05-11,Elche,Ath Madrid,0,2,0,1,9,11,0,6,6,3,16,7,2,2,0,0,2122
2022-05-11,Alaves,Espanol,2,1,1,1,27,5,9,3,12,3,11,15,3,3,0,1,2122
2022-05-11,Osasuna,Getafe,1,1,1,1,12,6,1,0,7,2,10,17,2,4,0,1,2122
2022-05-12,Sociedad,Cadiz,3,0,1,0,13,14,7,1,2,12,13,11,4,2,0,0,2122
2022-05-12,Vallecano,Villarreal,1,5,1,4,17,11,3,8,9,3,13,10,5,2,0,0,2122
2022-05-12,Real Madrid,Levante,6,0,4,0,27,16,16,1,6,6,8,6,2,1,0,0,2122
2022-05-14,Espanol,Valencia,1,1,1,1,5,18,3,5,2,3,18,15,4,1,0,0,2122
2022-05-15,Villarreal,Sociedad,1,2,1,0,10,11,4,6,4,3,12,16,4,2,0,0,2122
2022-05-15,Mallorca,Vallecano,2,1,1,0,12,11,5,4,5,3,13,8,1,0,0,0,2122
2022-05-15,Getafe,Barcelona,0,0,0,0,9,5,3,1,5,5,9,8,1,2,0,0,2122
2022-05-15,Celta,Elche,1,0,1,0,14,10,5,1,7,5,11,12,2,2,0,0,2122
2022-05-15,Levante,Alaves,3,1,0,1,15,6,5,2,3,4,19,10,8,6,0,0,2122
2022-05-15,Betis,Granada,2,0,1,0,11,14,4,4,4,9,11,17,0,1,0,0,2122
2022-05-15,Ath Madrid,Sevilla,1,1,1,0,12,8,3,4,4,5,14,18,2,5,0,0,2122
2022-05-15,Ath Bilbao,Osasuna,2,0,1,0,14,8,8,1,10,6,6,14,0,0,0,0,2122
2022-05-15,Cadiz,Real Madrid,1,1,1,1,21,16,7,7,10,2,13,11,7,2,0,0,2122
2022-05-20,Real Madrid,Betis,0,0,0,0,17,11,3,2,8,5,7,12,0,0,0,0,2122
2022-05-20,Vallecano,Levante,2,4,1,3,19,14,8,7,7,3,8,12,0,3,0,0,2122
2022-05-21,Valencia,Celta,2,0,1,0,10,9,3,3,3,3,22,19,3,3,0,0,2122
2022-05-22,Sevilla,Ath Bilbao,1,0,0,0,13,9,3,1,5,0,13,12,3,3,0,0,2122
2022-05-22,Elche,Getafe,3,1,1,1,19,7,9,2,8,3,11,9,2,2,0,0,2122
2022-05-22,Alaves,Cadiz,0,1,0,0,9,13,2,6,4,4,11,13,0,1,0,0,2122
2022-05-22,Granada,Espanol,0,0,0,0,15,10,5,5,7,3,9,12,1,0,0,0,2122
2022-05-22,Osasuna,Mallorca,0,2,0,0,11,14,1,6,5,7,8,14,2,2,0,0,2122
2022-05-22,Barcelona,Villarreal,0,2,0,1,14,4,3,3,12,1,12,7,3,1,0,0,2122
2022-05-22,Sociedad,Ath Madrid,1,2,0,0,12,6,3,5,3,2,16,11,4,2,0,0,2122
